trial_order,trial_number,phase,phase_numeric,equivalence_group,eg_numeric,facial_cue_valid,verbal_cue_valid,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_direction,verbal_cue_direction,facial_direction_left,verbal_direction_left,card_left_points,card_right_points,point_difference,correct_side,response_key,chose_left,rt_raw,followed_facial,followed_verbal,chose_high_reward,is_timeout,response_for_model
1,1,calibration,1,C,3,1.0,0.0,0.9,0.8,right,left,0,1,4.0,10.0,6.0,right,Z,1.0,1133.0000000014916,0.0,1.0,0.0,False,1.0
2,2,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,6.0,10.0,4.0,right,M,0.0,727.9999999985157,0.0,1.0,1.0,False,0.0
3,3,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,5.0,7.0,2.0,right,Z,1.0,1385.6999999955297,0.0,0.0,0.0,False,1.0
4,4,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,2.0,4.0,2.0,right,M,0.0,1266.6000000000058,1.0,1.0,1.0,False,0.0
5,5,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,8.0,1.0,7.0,left,Z,1.0,1301.700000001496,1.0,1.0,1.0,False,1.0
6,6,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,4.0,7.0,3.0,right,M,0.0,833.7999999970198,1.0,1.0,1.0,False,0.0
7,7,calibration,1,A,1,0.0,0.0,0.7,0.8,left,left,1,1,5.0,6.0,1.0,right,Z,1.0,806.7000000014959,1.0,1.0,0.0,False,1.0
8,8,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,8.0,6.0,right,M,0.0,60.79999999553547,1.0,1.0,1.0,False,0.0
9,9,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,4.0,5.0,1.0,right,M,0.0,428.69999999552965,1.0,1.0,1.0,False,0.0
10,10,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,8.0,4.0,4.0,left,Z,1.0,267.8999999970256,1.0,1.0,1.0,False,1.0
11,11,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,4.0,1.0,3.0,left,Z,1.0,333.3999999999942,0.0,1.0,1.0,False,1.0
12,12,calibration,1,A,1,0.0,1.0,0.7,0.8,right,left,0,1,8.0,3.0,5.0,left,Z,1.0,275.2999999955355,0.0,1.0,1.0,False,1.0
13,13,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,9.0,10.0,1.0,right,M,0.0,27.80000000148721,1.0,1.0,1.0,False,0.0
14,14,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,1.0,8.0,7.0,right,Z,1.0,250.09999999997672,0.0,1.0,0.0,False,1.0
15,15,calibration,1,B,2,1.0,0.0,0.8,0.8,right,left,0,1,6.0,7.0,1.0,right,M,0.0,878.6000000000058,1.0,0.0,1.0,False,0.0
16,16,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,7.0,6.0,1.0,left,Z,1.0,374.29999999850406,1.0,1.0,1.0,False,1.0
17,17,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,8.0,5.0,3.0,left,Z,1.0,682.199999997014,0.0,1.0,1.0,False,1.0
18,18,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,7.0,3.0,left,Z,1.0,359.5999999985215,1.0,1.0,1.0,False,1.0
19,19,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,7.0,5.0,right,M,0.0,199.10000000149012,1.0,1.0,1.0,False,0.0
20,20,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,2.0,8.0,left,Z,1.0,91.4999999985157,1.0,1.0,1.0,False,1.0
21,21,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,5.0,9.0,4.0,right,M,0.0,289.20000000149594,1.0,1.0,1.0,False,0.0
22,22,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,8.0,3.0,5.0,left,Z,1.0,494.69999999701395,1.0,0.0,1.0,False,1.0
23,23,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,4.0,2.0,right,M,0.0,376.8999999999942,1.0,1.0,1.0,False,0.0
24,24,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,7.0,6.0,1.0,left,Z,1.0,669.4999999970314,1.0,0.0,1.0,False,1.0
25,25,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,8.0,5.0,3.0,left,Z,1.0,118.69999999552964,1.0,1.0,1.0,False,1.0
26,26,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,10.0,8.0,right,M,0.0,447.1000000000058,1.0,1.0,1.0,False,0.0
27,27,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,6.0,3.0,left,Z,1.0,342.3999999999942,1.0,1.0,1.0,False,1.0
28,28,calibration,1,A,1,0.0,0.0,0.7,0.8,left,left,1,1,2.0,3.0,1.0,right,Z,1.0,371.4999999985157,1.0,1.0,0.0,False,1.0
29,29,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,6.0,3.0,left,Z,1.0,326.3999999985099,1.0,1.0,1.0,False,1.0
30,30,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,1.0,8.0,7.0,right,M,0.0,437.8999999999942,1.0,1.0,1.0,False,0.0
31,31,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,9.0,4.0,5.0,left,Z,1.0,240.29999999998836,0.0,1.0,1.0,False,1.0
32,32,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,9.0,6.0,3.0,left,Z,1.0,251.39999999850988,1.0,0.0,1.0,False,1.0
33,33,calibration,1,C,3,1.0,0.0,0.9,0.8,right,left,0,1,1.0,8.0,7.0,right,M,0.0,395.19999999849824,1.0,0.0,1.0,False,0.0
34,34,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,4.0,8.0,4.0,right,M,0.0,354.4000000014785,1.0,1.0,1.0,False,0.0
35,35,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,3.0,2.0,1.0,left,Z,1.0,304.9999999970314,1.0,1.0,1.0,False,1.0
36,36,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,1.0,3.0,2.0,right,M,0.0,385.0999999985215,1.0,1.0,1.0,False,0.0
37,37,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,5.0,2.0,3.0,left,Z,1.0,333.5000000000291,1.0,1.0,1.0,False,1.0
38,38,calibration,1,B,2,1.0,0.0,0.8,0.8,right,left,0,1,3.0,8.0,5.0,right,Z,1.0,314.69999999701395,0.0,1.0,0.0,False,1.0
39,39,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,5.0,6.0,1.0,right,M,0.0,1157.0000000014843,1.0,1.0,1.0,False,0.0
40,40,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,3.0,9.0,6.0,right,M,0.0,376.69999999849824,1.0,1.0,1.0,False,0.0
41,41,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,1.0,9.0,8.0,right,M,0.0,374.0999999985215,1.0,1.0,1.0,False,0.0
42,42,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,3.0,6.0,3.0,right,M,0.0,548.7000000014668,1.0,1.0,1.0,False,0.0
43,43,calibration,1,A,1,0.0,1.0,0.7,0.8,right,left,0,1,8.0,1.0,7.0,left,M,0.0,311.80000000150176,1.0,0.0,0.0,False,0.0
44,44,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,6.0,7.0,1.0,right,M,0.0,52.80000000150176,1.0,1.0,1.0,False,0.0
45,45,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,7.0,8.0,1.0,right,M,0.0,549.3999999985099,0.0,1.0,1.0,False,0.0
46,46,facial_volatile,4,C,3,1.0,1.0,0.3,0.8,right,right,0,0,5.0,8.0,3.0,right,M,0.0,360.4000000000233,1.0,1.0,1.0,False,0.0
47,47,facial_volatile,4,A,1,0.0,1.0,0.1,0.8,left,right,1,0,6.0,7.0,1.0,right,Z,1.0,302.59999999555293,1.0,0.0,0.0,False,1.0
48,48,facial_volatile,4,B,2,0.0,1.0,0.2,0.8,right,left,0,1,6.0,4.0,2.0,left,Z,1.0,298.3999999955413,0.0,1.0,1.0,False,1.0
49,49,facial_volatile,4,B,2,0.0,0.0,0.2,0.8,left,left,1,1,3.0,6.0,3.0,right,Z,1.0,117.69999999552964,1.0,1.0,0.0,False,1.0
50,50,facial_volatile,4,C,3,1.0,1.0,0.3,0.8,right,right,0,0,4.0,8.0,4.0,right,M,0.0,332.1000000014901,1.0,1.0,1.0,False,0.0
51,51,facial_volatile,4,A,1,0.0,1.0,0.1,0.8,right,left,0,1,7.0,1.0,6.0,left,M,0.0,168.20000000001164,1.0,0.0,0.0,False,0.0
52,52,facial_volatile,4,C,3,0.0,1.0,0.3,0.8,right,left,0,1,10.0,7.0,3.0,left,M,0.0,920.39999999851,1.0,0.0,0.0,False,0.0
53,53,facial_volatile,4,B,2,0.0,0.0,0.2,0.8,right,right,0,0,10.0,6.0,4.0,left,M,0.0,455.0,1.0,1.0,0.0,False,0.0
54,54,facial_volatile,4,A,1,0.0,1.0,0.1,0.8,left,right,1,0,2.0,4.0,2.0,right,Z,1.0,655.1999999955297,1.0,0.0,0.0,False,1.0
55,55,facial_volatile,4,C,3,0.0,0.0,0.3,0.8,right,right,0,0,10.0,9.0,1.0,left,Z,1.0,136.5999999955529,0.0,0.0,1.0,False,1.0
