trial_order,trial_number,phase,phase_numeric,equivalence_group,eg_numeric,facial_cue_valid,verbal_cue_valid,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_direction,verbal_cue_direction,facial_direction_left,verbal_direction_left,card_left_points,card_right_points,point_difference,correct_side,response_key,chose_left,rt_raw,followed_facial,followed_verbal,chose_high_reward,is_timeout,response_for_model
1,1,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,4.0,3.0,1.0,left,Z,1.0,940.5000000003712,1.0,1.0,1.0,False,1.0
2,2,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,5.0,4.0,left,Z,1.0,258.29999999962456,1.0,1.0,1.0,False,1.0
3,3,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,1.0,8.0,7.0,right,M,0.0,845.1999999998079,1.0,1.0,1.0,False,0.0
4,4,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,8.0,2.0,6.0,left,Z,1.0,169.3000000000029,1.0,1.0,1.0,False,1.0
5,5,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,2.0,6.0,4.0,right,M,0.0,32.30000000036671,1.0,0.0,1.0,False,0.0
6,6,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,4.0,5.0,1.0,right,M,0.0,53.39999999999418,1.0,1.0,1.0,False,0.0
7,7,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,1.0,3.0,2.0,right,M,0.0,1200.4000000000233,1.0,1.0,1.0,False,0.0
8,8,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,7.0,5.0,2.0,left,Z,1.0,181.39999999999415,1.0,1.0,1.0,False,1.0
9,9,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,5.0,9.0,4.0,right,M,0.0,1578.9999999998108,1.0,1.0,1.0,False,0.0
10,10,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,1.0,3.0,2.0,right,Z,1.0,769.8000000000029,1.0,0.0,0.0,False,1.0
11,11,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,8.0,1.0,left,Z,1.0,582.5999999996275,1.0,1.0,1.0,False,1.0
12,12,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,9.0,7.0,2.0,left,Z,1.0,197.50000000037835,1.0,1.0,1.0,False,1.0
13,13,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,3.0,8.0,5.0,right,M,0.0,628.8000000001921,1.0,1.0,1.0,False,0.0
14,14,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,7.0,9.0,2.0,right,Z,1.0,114.20000000037544,1.0,0.0,0.0,False,1.0
15,15,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,6.0,1.0,5.0,left,Z,1.0,980.9999999996217,1.0,1.0,1.0,False,1.0
16,16,calibration,1,A,1,0.0,0.0,0.7,0.8,right,right,0,0,6.0,5.0,1.0,left,M,0.0,60.00000000037835,1.0,1.0,0.0,False,0.0
17,17,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,1.0,9.0,left,Z,1.0,325.10000000018044,1.0,1.0,1.0,False,1.0
