trial_order,trial_number,phase,phase_numeric,equivalence_group,eg_numeric,facial_cue_valid,verbal_cue_valid,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_direction,verbal_cue_direction,facial_direction_left,verbal_direction_left,card_left_points,card_right_points,point_difference,correct_side,response_key,chose_left,rt_raw,followed_facial,followed_verbal,chose_high_reward,is_timeout,response_for_model
1,1,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,3.0,10.0,7.0,right,M,0.0,884.3500000000058,1.0,1.0,1.0,False,0.0
2,2,calibration,1,B,2,1.0,0.0,0.8,0.8,left,right,1,0,5.0,1.0,4.0,left,Z,1.0,435.17100000595383,1.0,0.0,1.0,False,1.0
3,3,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,1.0,7.0,6.0,right,M,0.0,688.1440000059665,1.0,1.0,1.0,False,0.0
4,4,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,10.0,4.0,6.0,left,Z,1.0,465.6340000059572,1.0,0.0,1.0,False,1.0
5,5,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,7.0,1.0,6.0,left,Z,1.0,388.8659999999946,1.0,1.0,1.0,False,1.0
6,6,calibration,1,B,2,0.0,0.0,0.8,0.8,right,right,0,0,8.0,4.0,4.0,left,M,0.0,331.609000005963,1.0,1.0,0.0,False,0.0
7,7,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,7.0,5.0,2.0,left,Z,1.0,471.5310000059544,1.0,1.0,1.0,False,1.0
8,8,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,4.0,1.0,3.0,left,Z,1.0,433.8770000029763,1.0,1.0,1.0,False,1.0
9,9,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,2.0,5.0,3.0,right,M,0.0,735.0300000119169,1.0,1.0,1.0,False,0.0
10,10,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,1.0,8.0,7.0,right,M,0.0,207.09700000894372,1.0,1.0,1.0,False,0.0
11,11,calibration,1,C,3,1.0,0.0,0.9,0.8,right,left,0,1,4.0,5.0,1.0,right,M,0.0,427.297000011924,1.0,0.0,1.0,False,0.0
12,12,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,10.0,2.0,8.0,left,Z,1.0,976.2600000000092,1.0,1.0,1.0,False,1.0
13,13,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,2.0,10.0,8.0,right,Z,1.0,287.67499999998836,1.0,0.0,0.0,False,1.0
14,14,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,4.0,5.0,left,Z,1.0,546.2280000059691,1.0,1.0,1.0,False,1.0
