trial_order,trial_number,phase,phase_numeric,equivalence_group,eg_numeric,facial_cue_valid,verbal_cue_valid,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_direction,verbal_cue_direction,facial_direction_left,verbal_direction_left,card_left_points,card_right_points,point_difference,correct_side,response_key,chose_left,rt_raw,followed_facial,followed_verbal,chose_high_reward,is_timeout,response_for_model
1,1,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,3.0,10.0,7.0,right,M,0.0,78.00000000000728,1.0,1.0,1.0,False,0.0
2,2,calibration,1,B,2,1.0,0.0,0.8,0.8,left,right,1,0,5.0,1.0,4.0,left,Z,1.0,373.0,1.0,0.0,1.0,False,1.0
3,3,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,1.0,7.0,6.0,right,M,0.0,1310.0,1.0,1.0,1.0,False,0.0
4,4,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,10.0,4.0,6.0,left,M,0.0,1672.0,0.0,1.0,0.0,False,0.0
5,5,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,7.0,1.0,6.0,left,Z,1.0,1479.0,1.0,1.0,1.0,False,1.0
6,6,calibration,1,B,2,0.0,0.0,0.8,0.8,right,right,0,0,8.0,4.0,4.0,left,Z,1.0,279.0,0.0,0.0,1.0,False,1.0
7,7,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,7.0,5.0,2.0,left,M,0.0,374.0,0.0,0.0,0.0,False,0.0
8,8,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,4.0,1.0,3.0,left,Z,1.0,1293.0000000000146,1.0,1.0,1.0,False,1.0
9,9,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,2.0,5.0,3.0,right,Z,1.0,466.0,0.0,0.0,0.0,False,1.0
10,10,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,1.0,8.0,7.0,right,M,0.0,1321.0,1.0,1.0,1.0,False,0.0
11,11,calibration,1,C,3,1.0,0.0,0.9,0.8,right,left,0,1,4.0,5.0,1.0,right,Z,1.0,1526.0,0.0,1.0,0.0,False,1.0
12,12,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,10.0,2.0,8.0,left,M,0.0,1611.0,0.0,0.0,0.0,False,0.0
13,13,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,2.0,10.0,8.0,right,Z,1.0,1969.0000000000143,1.0,0.0,0.0,False,1.0
14,14,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,4.0,5.0,left,M,0.0,462.0,0.0,0.0,0.0,False,0.0
15,15,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,7.0,2.0,5.0,left,Z,1.0,1588.0,1.0,1.0,1.0,False,1.0
16,16,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,6.0,4.0,2.0,left,M,0.0,1476.0,0.0,0.0,0.0,False,0.0
17,17,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,8.0,9.0,1.0,right,M,0.0,378.0,1.0,1.0,1.0,False,0.0
18,18,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,2.0,3.0,1.0,right,Z,1.0,261.0,0.0,0.0,0.0,False,1.0
19,19,calibration,1,A,1,0.0,1.0,0.7,0.8,right,left,0,1,9.0,6.0,3.0,left,M,0.0,36.0,1.0,0.0,0.0,False,0.0
20,20,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,6.0,1.0,5.0,left,Z,1.0,1454.0,1.0,1.0,1.0,False,1.0
21,21,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,9.0,6.0,3.0,left,M,0.0,2190.0,0.0,1.0,0.0,False,0.0
22,22,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,7.0,10.0,3.0,right,M,0.0,2776.000000000029,1.0,1.0,1.0,False,0.0
23,23,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,10.0,7.0,3.0,left,Z,1.0,2098.0,1.0,1.0,1.0,False,1.0
24,24,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,6.0,3.0,3.0,left,M,0.0,1571.0,0.0,1.0,0.0,False,0.0
25,25,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,4.0,1.0,3.0,left,Z,1.0,276.0,1.0,1.0,1.0,False,1.0
26,26,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,7.0,2.0,5.0,left,Z,1.0,1963.0,1.0,1.0,1.0,False,1.0
27,27,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,5.0,5.0,left,M,0.0,1403.0,0.0,0.0,0.0,False,0.0
28,28,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,5.0,7.0,2.0,right,Z,1.0,1383.0,1.0,0.0,0.0,False,1.0
29,29,calibration,1,A,1,0.0,0.0,0.7,0.8,left,left,1,1,2.0,7.0,5.0,right,M,0.0,1422.0,0.0,0.0,1.0,False,0.0
30,30,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,4.0,5.0,left,Z,1.0,1630.0,1.0,1.0,1.0,False,1.0
31,31,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,8.0,6.0,right,Z,1.0,2027.0,0.0,0.0,0.0,False,1.0
32,32,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,2.0,8.0,left,M,0.0,1563.000000000029,0.0,0.0,0.0,False,0.0
