trial_order,trial_number,phase,phase_numeric,equivalence_group,eg_numeric,facial_cue_valid,verbal_cue_valid,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_direction,verbal_cue_direction,facial_direction_left,verbal_direction_left,card_left_points,card_right_points,point_difference,correct_side,response_key,chose_left,rt_raw,followed_facial,followed_verbal,chose_high_reward,is_timeout,response_for_model
1,1,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,6.0,3.0,left,M,0.0,512.2999999523163,0.0,0.0,0.0,False,0.0
2,2,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,4.0,2.0,2.0,left,M,0.0,600.1999999999971,0.0,1.0,0.0,False,0.0
3,3,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,4.0,9.0,5.0,right,M,0.0,48.59999997615523,1.0,1.0,1.0,False,0.0
4,4,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,2.0,6.0,4.0,right,M,0.0,398.7999999761523,1.0,1.0,1.0,False,0.0
5,5,calibration,1,B,2,1.0,0.0,0.8,0.8,left,right,1,0,10.0,4.0,6.0,left,Z,1.0,142.59999997615523,1.0,0.0,1.0,False,1.0
6,6,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,8.0,1.0,left,Z,1.0,422.3000000238535,1.0,1.0,1.0,False,1.0
7,7,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,6.0,9.0,3.0,right,Z,1.0,243.4999999284628,1.0,0.0,0.0,False,1.0
8,8,calibration,1,B,2,1.0,0.0,0.8,0.8,left,right,1,0,9.0,3.0,6.0,left,Z,1.0,369.4999999523279,1.0,0.0,1.0,False,1.0
9,9,calibration,1,C,3,1.0,0.0,0.9,0.8,right,left,0,1,1.0,9.0,8.0,right,M,0.0,1111.399999952322,1.0,0.0,1.0,False,0.0
10,10,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,9.0,8.0,1.0,left,M,0.0,354.7999999761523,0.0,0.0,0.0,False,0.0
11,11,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,7.0,10.0,3.0,right,Z,1.0,72.29999992848025,1.0,0.0,0.0,False,1.0
12,12,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,4.0,3.0,1.0,left,Z,1.0,484.4999999523279,1.0,1.0,1.0,False,1.0
13,13,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,8.0,2.0,6.0,left,Z,1.0,650.0999999999767,0.0,1.0,1.0,False,1.0
14,14,calibration,1,C,3,0.0,1.0,0.9,0.8,left,right,1,0,2.0,6.0,4.0,right,Z,1.0,1090.6000000000058,1.0,0.0,0.0,False,1.0
15,15,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,5.0,6.0,1.0,right,M,0.0,256.4999999523279,1.0,1.0,1.0,False,0.0
16,16,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,5.0,3.0,2.0,left,Z,1.0,391.7999999999883,1.0,0.0,1.0,False,1.0
17,17,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,8.0,4.0,4.0,left,M,0.0,447.0999999284686,0.0,0.0,0.0,False,0.0
18,18,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,5.0,4.0,left,M,0.0,664.999999976164,0.0,0.0,0.0,False,0.0
19,19,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,4.0,10.0,6.0,right,M,0.0,1324.999999952328,1.0,1.0,1.0,False,0.0
20,20,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,1.0,3.0,2.0,right,Z,1.0,666.3000000000175,1.0,0.0,0.0,False,1.0
21,21,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,6.0,9.0,3.0,right,M,0.0,845.2000000000116,1.0,1.0,1.0,False,0.0
22,22,calibration,1,B,2,0.0,0.0,0.8,0.8,right,right,0,0,8.0,6.0,2.0,left,Z,1.0,513.4999999523279,0.0,0.0,1.0,False,1.0
23,23,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,5.0,2.0,3.0,left,M,0.0,742.2000000000116,0.0,0.0,0.0,False,0.0
24,24,calibration,1,A,1,0.0,0.0,0.7,0.8,left,left,1,1,3.0,7.0,4.0,right,Z,1.0,639.6000000000058,1.0,1.0,0.0,False,1.0
25,25,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,8.0,5.0,3.0,left,M,0.0,272.79999992848025,0.0,0.0,0.0,False,0.0
26,26,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,6.0,3.0,3.0,left,Z,1.0,532.1999999761465,1.0,1.0,1.0,False,1.0
27,27,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,1.0,7.0,6.0,right,M,0.0,835.4999999284628,1.0,1.0,1.0,False,0.0
28,28,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,6.0,7.0,1.0,right,M,0.0,416.4999999284628,0.0,1.0,1.0,False,0.0
29,29,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,5.0,10.0,5.0,right,Z,1.0,1271.399999952322,0.0,0.0,0.0,False,1.0
30,30,calibration,1,B,2,1.0,0.0,0.8,0.8,right,left,0,1,1.0,4.0,3.0,right,M,0.0,1033.7999999999884,1.0,0.0,1.0,False,0.0
31,31,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,1.0,8.0,7.0,right,Z,1.0,369.7999999999883,1.0,0.0,0.0,False,1.0
32,32,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,9.0,1.0,8.0,left,M,0.0,246.5999999284977,0.0,0.0,0.0,False,0.0
33,33,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,4.0,8.0,4.0,right,M,0.0,245.40000002383024,1.0,1.0,1.0,False,0.0
34,34,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,6.0,1.0,5.0,left,Z,1.0,339.69999995233957,1.0,0.0,1.0,False,1.0
35,35,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,2.0,1.0,1.0,left,M,0.0,1187.2000000000116,1.0,0.0,0.0,False,0.0
36,36,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,3.0,6.0,3.0,right,M,0.0,206.69999992847443,1.0,1.0,1.0,False,0.0
37,37,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,5.0,2.0,3.0,left,Z,1.0,198.49999995232793,1.0,1.0,1.0,False,1.0
38,38,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,1.0,6.0,5.0,right,Z,1.0,740.5999999999767,0.0,0.0,0.0,False,1.0
39,39,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,6.0,10.0,4.0,right,M,0.0,621.6999999523396,1.0,0.0,1.0,False,0.0
40,40,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,8.0,2.0,6.0,left,Z,1.0,358.0999999284977,1.0,1.0,1.0,False,1.0
41,41,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,8.0,2.0,6.0,left,Z,1.0,43.29999999998836,1.0,1.0,1.0,False,1.0
42,42,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,5.0,8.0,3.0,right,M,0.0,501.0999999284977,1.0,1.0,1.0,False,0.0
43,43,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,1.0,9.0,8.0,right,M,0.0,1319.5000000238651,1.0,0.0,1.0,False,0.0
44,44,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,3.0,9.0,6.0,right,M,0.0,165.29999995231628,1.0,1.0,1.0,False,0.0
45,45,calibration,1,B,2,0.0,0.0,0.8,0.8,right,right,0,0,4.0,2.0,2.0,left,Z,1.0,521.4999999761349,0.0,0.0,1.0,False,1.0
46,46,facial_volatile,4,B,2,0.0,1.0,0.2,0.8,right,left,0,1,8.0,2.0,6.0,left,M,0.0,454.4999999523279,1.0,0.0,0.0,False,0.0
47,47,facial_volatile,4,C,3,0.0,1.0,0.3,0.8,right,left,0,1,7.0,4.0,3.0,left,Z,1.0,204.1999999761465,0.0,1.0,1.0,False,1.0
48,48,facial_volatile,4,A,1,1.0,1.0,0.1,0.8,left,left,1,1,9.0,3.0,6.0,left,M,0.0,652.1000000238419,0.0,0.0,0.0,False,0.0
49,49,facial_volatile,4,B,2,1.0,1.0,0.2,0.8,left,left,1,1,4.0,3.0,1.0,left,M,0.0,83.0,0.0,0.0,0.0,False,0.0
50,50,facial_volatile,4,A,1,0.0,1.0,0.1,0.8,left,right,1,0,7.0,9.0,2.0,right,Z,1.0,537.0999999999767,1.0,0.0,0.0,False,1.0
51,51,facial_volatile,4,C,3,0.0,1.0,0.3,0.8,right,left,0,1,6.0,5.0,1.0,left,M,0.0,638.7999999761814,1.0,0.0,0.0,False,0.0
52,52,facial_volatile,4,C,3,0.0,1.0,0.3,0.8,left,right,1,0,4.0,7.0,3.0,right,M,0.0,1297.2999999761814,0.0,1.0,1.0,False,0.0
53,53,facial_volatile,4,B,2,0.0,1.0,0.2,0.8,left,right,1,0,1.0,6.0,5.0,right,M,0.0,816.1999999284744,0.0,1.0,1.0,False,0.0
54,54,facial_volatile,4,A,1,0.0,1.0,0.1,0.8,left,right,1,0,2.0,6.0,4.0,right,Z,1.0,892.2999999284511,1.0,0.0,0.0,False,1.0
55,55,facial_volatile,4,C,3,0.0,1.0,0.3,0.8,right,left,0,1,9.0,4.0,5.0,left,Z,1.0,505.1999999523396,0.0,1.0,1.0,False,1.0
56,56,facial_volatile,4,B,2,0.0,1.0,0.2,0.8,right,left,0,1,9.0,7.0,2.0,left,M,0.0,339.7999999523163,1.0,0.0,0.0,False,0.0
57,57,facial_volatile,4,A,1,0.0,1.0,0.1,0.8,right,left,0,1,3.0,2.0,1.0,left,M,0.0,242.59999995230464,1.0,0.0,0.0,False,0.0
58,58,facial_volatile,4,A,1,1.0,1.0,0.1,0.8,left,left,1,1,8.0,4.0,4.0,left,Z,1.0,402.4999999523279,1.0,1.0,1.0,False,1.0
59,59,facial_volatile,4,B,2,0.0,1.0,0.2,0.8,left,right,1,0,8.0,9.0,1.0,right,Z,1.0,795.5000000238651,1.0,0.0,0.0,False,1.0
60,60,facial_volatile,4,C,3,0.0,1.0,0.3,0.8,right,left,0,1,7.0,5.0,2.0,left,M,0.0,537.8000000238535,1.0,0.0,0.0,False,0.0
61,61,facial_volatile,4,B,2,1.0,1.0,0.8,0.8,left,left,1,1,10.0,5.0,5.0,left,Z,1.0,616.7999999999302,1.0,1.0,1.0,False,1.0
62,62,facial_volatile,4,A,1,1.0,1.0,0.7,0.8,left,left,1,1,10.0,5.0,5.0,left,M,0.0,1422.7999999523165,0.0,0.0,0.0,False,0.0
63,63,facial_volatile,4,C,3,1.0,1.0,0.9,0.8,left,left,1,1,6.0,5.0,1.0,left,Z,1.0,470.10000002384186,1.0,1.0,1.0,False,1.0
64,64,facial_volatile,4,A,1,1.0,1.0,0.7,0.8,left,left,1,1,10.0,3.0,7.0,left,Z,1.0,1968.7000000000116,1.0,1.0,1.0,False,1.0
65,65,facial_volatile,4,C,3,1.0,0.0,0.9,0.8,right,left,0,1,2.0,4.0,2.0,right,M,0.0,354.399999952293,1.0,0.0,1.0,False,0.0
66,66,facial_volatile,4,B,2,0.0,1.0,0.8,0.8,right,left,0,1,6.0,3.0,3.0,left,Z,1.0,194.59999999997672,0.0,1.0,1.0,False,1.0
67,67,facial_volatile,4,A,1,1.0,1.0,0.7,0.8,right,right,0,0,6.0,10.0,4.0,right,Z,1.0,16.70000000001164,0.0,0.0,0.0,False,1.0
68,68,facial_volatile,4,C,3,1.0,1.0,0.9,0.8,left,left,1,1,4.0,3.0,1.0,left,Z,1.0,246.49999995232793,1.0,1.0,1.0,False,1.0
69,69,facial_volatile,4,B,2,1.0,1.0,0.8,0.8,right,right,0,0,3.0,10.0,7.0,right,M,0.0,198.79999995231628,1.0,1.0,1.0,False,0.0
70,70,facial_volatile,4,C,3,1.0,0.0,0.9,0.8,left,right,1,0,7.0,4.0,3.0,left,M,0.0,408.89999992848607,0.0,1.0,0.0,False,0.0
71,71,facial_volatile,4,A,1,0.0,1.0,0.7,0.8,right,left,0,1,6.0,1.0,5.0,left,Z,1.0,1321.1999999523396,0.0,1.0,1.0,False,1.0
72,72,facial_volatile,4,B,2,1.0,1.0,0.8,0.8,right,right,0,0,1.0,3.0,2.0,right,M,0.0,522.5999999999767,1.0,1.0,1.0,False,0.0
73,73,facial_volatile,4,B,2,0.0,1.0,0.8,0.8,left,right,1,0,5.0,7.0,2.0,right,Z,1.0,224.1999999761465,1.0,0.0,0.0,False,1.0
74,74,facial_volatile,4,A,1,1.0,1.0,0.7,0.8,left,left,1,1,3.0,2.0,1.0,left,M,0.0,933.0999999523046,0.0,0.0,0.0,False,0.0
75,75,facial_volatile,4,C,3,1.0,1.0,0.9,0.8,left,left,1,1,8.0,4.0,4.0,left,Z,1.0,432.399999952293,1.0,1.0,1.0,False,1.0
76,76,facial_volatile,4,A,1,0.0,1.0,0.1,0.8,left,right,1,0,3.0,9.0,6.0,right,M,0.0,512.1999999284744,0.0,1.0,1.0,False,0.0
77,77,facial_volatile,4,C,3,1.0,1.0,0.3,0.8,right,right,0,0,5.0,9.0,4.0,right,Z,1.0,388.39999992848607,0.0,0.0,0.0,False,1.0
78,78,facial_volatile,4,B,2,0.0,1.0,0.2,0.8,right,left,0,1,9.0,5.0,4.0,left,M,0.0,391.5,1.0,0.0,0.0,False,0.0
79,79,facial_volatile,4,A,1,0.0,1.0,0.1,0.8,right,left,0,1,5.0,3.0,2.0,left,Z,1.0,346.4999999284628,0.0,1.0,1.0,False,1.0
80,80,facial_volatile,4,B,2,1.0,1.0,0.2,0.8,right,right,0,0,3.0,5.0,2.0,right,Z,1.0,74.60000002384186,0.0,0.0,0.0,False,1.0
81,81,facial_volatile,4,C,3,0.0,1.0,0.3,0.8,right,left,0,1,10.0,4.0,6.0,left,M,0.0,337.60000002384186,1.0,0.0,0.0,False,0.0
82,82,facial_volatile,4,C,3,0.0,1.0,0.3,0.8,left,right,1,0,2.0,6.0,4.0,right,Z,1.0,974.0999999523629,1.0,0.0,0.0,False,1.0
