trial_order,trial_number,phase,phase_numeric,equivalence_group,eg_numeric,facial_cue_valid,verbal_cue_valid,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_direction,verbal_cue_direction,facial_direction_left,verbal_direction_left,card_left_points,card_right_points,point_difference,correct_side,response_key,chose_left,rt_raw,followed_facial,followed_verbal,chose_high_reward,is_timeout,response_for_model
1,1,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,10.0,4.0,6.0,left,Z,1.0,171.89999999999418,1.0,1.0,1.0,False,1.0
2,2,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,4.0,7.0,3.0,right,M,0.0,57.49999996423139,0.0,1.0,1.0,False,0.0
3,3,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,5.0,7.0,2.0,right,M,0.0,15.700000000011642,1.0,1.0,1.0,False,0.0
4,4,calibration,1,B,2,0.0,0.0,0.8,0.8,right,right,0,0,6.0,3.0,3.0,left,M,0.0,328.1000000000058,1.0,1.0,0.0,False,0.0
5,5,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,1.0,8.0,7.0,right,Z,1.0,978.2999999642344,0.0,1.0,0.0,False,1.0
6,6,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,1.0,9.0,8.0,right,M,0.0,474.5999999642372,1.0,1.0,1.0,False,0.0
7,7,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,6.0,8.0,2.0,right,M,0.0,906.4000000000232,1.0,0.0,1.0,False,0.0
8,8,calibration,1,B,2,1.0,0.0,0.8,0.8,right,left,0,1,2.0,3.0,1.0,right,Z,1.0,225.29999999998836,0.0,1.0,0.0,False,1.0
9,9,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,5.0,4.0,1.0,left,M,0.0,218.90000000002328,0.0,0.0,0.0,False,0.0
10,10,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,2.0,7.0,5.0,right,M,0.0,78.0,1.0,1.0,1.0,False,0.0
11,11,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,5.0,4.0,1.0,left,M,0.0,133.0999999642372,0.0,1.0,0.0,False,0.0
12,12,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,5.0,10.0,5.0,right,M,0.0,265.6000000000058,1.0,1.0,1.0,False,0.0
13,13,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,1.0,8.0,7.0,right,M,0.0,234.39999999996508,1.0,1.0,1.0,False,0.0
14,14,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,6.0,1.0,5.0,left,M,0.0,335.3999999999942,0.0,0.0,0.0,False,0.0
15,15,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,8.0,6.0,right,M,0.0,109.29999999995924,1.0,1.0,1.0,False,0.0
16,16,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,1.0,9.0,8.0,right,M,0.0,484.2000000000117,1.0,1.0,1.0,False,0.0
17,17,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,5.0,3.0,right,M,0.0,15.60000000000582,1.0,1.0,1.0,False,0.0
18,18,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,5.0,4.0,1.0,left,Z,1.0,171.1000000119093,1.0,1.0,1.0,False,1.0
19,19,calibration,1,A,1,0.0,1.0,0.7,0.8,right,left,0,1,8.0,3.0,5.0,left,Z,1.0,66.09999998807325,0.0,1.0,1.0,False,1.0
20,20,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,5.0,3.0,2.0,left,Z,1.0,124.10000000000582,1.0,1.0,1.0,False,1.0
21,21,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,10.0,9.0,1.0,left,Z,1.0,575.3999999642256,1.0,1.0,1.0,False,1.0
22,22,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,10.0,1.0,9.0,left,Z,1.0,906.0999999761698,1.0,1.0,1.0,False,1.0
23,23,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,10.0,4.0,6.0,left,Z,1.0,224.19999998807907,0.0,1.0,1.0,False,1.0
24,24,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,3.0,5.0,2.0,right,M,0.0,937.1000000000058,1.0,1.0,1.0,False,0.0
25,25,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,2.0,4.0,2.0,right,M,0.0,167.39999999999418,1.0,1.0,1.0,False,0.0
26,26,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,9.0,1.0,8.0,left,M,0.0,1140.4999999642314,0.0,1.0,0.0,False,0.0
27,27,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,8.0,1.0,7.0,left,Z,1.0,1843.6000000000056,1.0,1.0,1.0,False,1.0
