trial_order,trial_number,phase,phase_numeric,equivalence_group,eg_numeric,facial_cue_valid,verbal_cue_valid,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_direction,verbal_cue_direction,facial_direction_left,verbal_direction_left,card_left_points,card_right_points,point_difference,correct_side,response_key,chose_left,rt_raw,followed_facial,followed_verbal,chose_high_reward,is_timeout,response_for_model
1,1,calibration,1,C,3,1.0,0.0,0.9,0.8,right,left,0,1,4.0,10.0,6.0,right,M,0.0,1537.8999999970256,1.0,0.0,1.0,False,0.0
2,2,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,6.0,10.0,4.0,right,Z,1.0,706.8999999970256,1.0,0.0,0.0,False,1.0
3,3,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,5.0,7.0,2.0,right,,,3000.4000000014785,,,,True,
4,4,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,2.0,4.0,2.0,right,,,3000.3000000015018,,,,True,
5,5,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,8.0,1.0,7.0,left,Z,1.0,1277.7000000000116,1.0,1.0,1.0,False,1.0
6,6,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,4.0,7.0,3.0,right,M,0.0,847.8999999955413,1.0,1.0,1.0,False,0.0
7,7,calibration,1,A,1,0.0,0.0,0.7,0.8,left,left,1,1,5.0,6.0,1.0,right,Z,1.0,891.3999999970256,1.0,1.0,0.0,False,1.0
8,8,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,8.0,6.0,right,M,0.0,849.0000000014843,1.0,1.0,1.0,False,0.0
9,9,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,4.0,5.0,1.0,right,Z,1.0,1893.8999999955413,0.0,0.0,0.0,False,1.0
10,10,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,8.0,4.0,4.0,left,M,0.0,1837.699999997014,0.0,0.0,0.0,False,0.0
11,11,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,4.0,1.0,3.0,left,M,0.0,1785.39999999851,1.0,0.0,0.0,False,0.0
12,12,calibration,1,A,1,0.0,1.0,0.7,0.8,right,left,0,1,8.0,3.0,5.0,left,M,0.0,1160.999999995518,1.0,0.0,0.0,False,0.0
13,13,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,9.0,10.0,1.0,right,Z,1.0,1250.2999999999884,0.0,0.0,0.0,False,1.0
14,14,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,1.0,8.0,7.0,right,M,0.0,1696.3999999970256,1.0,0.0,1.0,False,0.0
15,15,calibration,1,B,2,1.0,0.0,0.8,0.8,right,left,0,1,6.0,7.0,1.0,right,M,0.0,2162.7999999999884,1.0,0.0,1.0,False,0.0
16,16,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,7.0,6.0,1.0,left,Z,1.0,1732.4999999984866,1.0,1.0,1.0,False,1.0
17,17,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,8.0,5.0,3.0,left,Z,1.0,1446.1999999955297,0.0,1.0,1.0,False,1.0
18,18,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,7.0,3.0,left,Z,1.0,2156.999999995518,1.0,1.0,1.0,False,1.0
19,19,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,7.0,5.0,right,M,0.0,1901.0000000015136,1.0,1.0,1.0,False,0.0
20,20,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,2.0,8.0,left,M,0.0,324.3999999955413,0.0,0.0,0.0,False,0.0
21,21,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,5.0,9.0,4.0,right,Z,1.0,1795.4000000000233,0.0,0.0,0.0,False,1.0
22,22,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,8.0,3.0,5.0,left,M,0.0,575.5999999955529,0.0,1.0,0.0,False,0.0
23,23,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,4.0,2.0,right,M,0.0,519.9000000000233,1.0,1.0,1.0,False,0.0
24,24,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,7.0,6.0,1.0,left,M,0.0,2682.4999999970314,0.0,1.0,0.0,False,0.0
25,25,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,8.0,5.0,3.0,left,Z,1.0,670.7000000014668,1.0,1.0,1.0,False,1.0
26,26,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,2.0,10.0,8.0,right,Z,1.0,1566.3000000000466,0.0,0.0,0.0,False,1.0
27,27,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,6.0,3.0,left,M,0.0,1830.3999999955413,0.0,0.0,0.0,False,0.0
28,28,calibration,1,A,1,0.0,0.0,0.7,0.8,left,left,1,1,2.0,3.0,1.0,right,Z,1.0,246.0,1.0,1.0,0.0,False,1.0
29,29,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,6.0,3.0,left,M,0.0,466.0999999985215,0.0,0.0,0.0,False,0.0
30,30,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,1.0,8.0,7.0,right,M,0.0,248.0000000015134,1.0,1.0,1.0,False,0.0
31,31,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,9.0,4.0,5.0,left,M,0.0,738.2999999955064,1.0,0.0,0.0,False,0.0
32,32,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,9.0,6.0,3.0,left,M,0.0,2445.9000000014785,0.0,1.0,0.0,False,0.0
33,33,calibration,1,C,3,1.0,0.0,0.9,0.8,right,left,0,1,1.0,8.0,7.0,right,Z,1.0,2149.8000000000466,0.0,1.0,0.0,False,1.0
34,34,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,4.0,8.0,4.0,right,M,0.0,780.6999999984982,1.0,1.0,1.0,False,0.0
35,35,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,3.0,2.0,1.0,left,Z,1.0,460.1000000014901,1.0,1.0,1.0,False,1.0
36,36,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,1.0,3.0,2.0,right,M,0.0,851.3999999955413,1.0,1.0,1.0,False,0.0
37,37,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,5.0,2.0,3.0,left,M,0.0,1570.8999999955413,0.0,0.0,0.0,False,0.0
38,38,calibration,1,B,2,1.0,0.0,0.8,0.8,right,left,0,1,3.0,8.0,5.0,right,M,0.0,245.40000000147847,1.0,0.0,1.0,False,0.0
39,39,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,5.0,6.0,1.0,right,M,0.0,1799.699999997043,1.0,1.0,1.0,False,0.0
40,40,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,3.0,9.0,6.0,right,M,0.0,639.4000000014785,1.0,1.0,1.0,False,0.0
41,41,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,1.0,9.0,8.0,right,M,0.0,971.5999999985216,1.0,1.0,1.0,False,0.0
42,42,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,3.0,6.0,3.0,right,M,0.0,274.29999999550637,1.0,1.0,1.0,False,0.0
43,43,calibration,1,A,1,0.0,1.0,0.7,0.8,right,left,0,1,8.0,1.0,7.0,left,M,0.0,706.8999999955413,1.0,0.0,0.0,False,0.0
44,44,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,6.0,7.0,1.0,right,M,0.0,629.0999999999767,1.0,1.0,1.0,False,0.0
45,45,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,7.0,8.0,1.0,right,Z,1.0,807.1999999955297,1.0,0.0,0.0,False,1.0
