trial_order,trial_number,phase,phase_numeric,equivalence_group,eg_numeric,facial_cue_valid,verbal_cue_valid,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_direction,verbal_cue_direction,facial_direction_left,verbal_direction_left,card_left_points,card_right_points,point_difference,correct_side,response_key,chose_left,rt_raw,followed_facial,followed_verbal,chose_high_reward,is_timeout,response_for_model
1,1,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,9.0,5.0,4.0,left,M,0.0,160.7999999994354,1.0,0.0,0.0,False,0.0
2,2,calibration,1,A,1,0.0,1.0,0.7,0.8,right,left,0,1,4.0,2.0,2.0,left,Z,1.0,370.1000000000058,0.0,1.0,1.0,False,1.0
3,3,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,9.0,5.0,4.0,left,M,0.0,643.9999999996217,0.0,1.0,0.0,False,0.0
4,4,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,3.0,1.0,2.0,left,M,0.0,37.10000000000582,0.0,0.0,0.0,False,0.0
5,5,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,3.0,6.0,3.0,right,Z,1.0,372.79999999981374,1.0,0.0,0.0,False,1.0
6,6,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,4.0,3.0,1.0,left,Z,1.0,377.69999999925494,1.0,1.0,1.0,False,1.0
7,7,calibration,1,A,1,0.0,1.0,0.7,0.8,right,left,0,1,10.0,2.0,8.0,left,M,0.0,477.8999999996304,1.0,0.0,0.0,False,0.0
8,8,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,9.0,4.0,5.0,left,Z,1.0,348.8999999999942,0.0,1.0,1.0,False,1.0
9,9,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,5.0,7.0,2.0,right,M,0.0,249.0999999994383,1.0,1.0,1.0,False,0.0
10,10,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,7.0,4.0,3.0,left,M,0.0,16.60000000000582,0.0,0.0,0.0,False,0.0
11,11,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,1.0,2.0,1.0,right,M,0.0,365.6999999996333,1.0,1.0,1.0,False,0.0
12,12,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,2.0,8.0,left,Z,1.0,612.9999999998254,1.0,1.0,1.0,False,1.0
13,13,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,5.0,10.0,5.0,right,M,0.0,483.0999999996274,1.0,1.0,1.0,False,0.0
14,14,calibration,1,B,2,0.0,1.0,0.8,0.8,right,left,0,1,8.0,7.0,1.0,left,M,0.0,425.5999999998021,1.0,0.0,0.0,False,0.0
15,15,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,9.0,10.0,1.0,right,Z,1.0,250.70000000004077,0.0,1.0,0.0,False,1.0
16,16,calibration,1,C,3,1.0,0.0,0.9,0.8,right,left,0,1,6.0,7.0,1.0,right,M,0.0,251.89999999926656,1.0,0.0,1.0,False,0.0
17,17,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,3.0,8.0,5.0,right,Z,1.0,254.60000000000585,0.0,0.0,0.0,False,1.0
18,18,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,10.0,7.0,3.0,left,Z,1.0,293.2999999994354,1.0,0.0,1.0,False,1.0
19,19,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,7.0,9.0,2.0,right,M,0.0,523.499999999447,1.0,1.0,1.0,False,0.0
20,20,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,8.0,2.0,6.0,left,Z,1.0,1063.799999999639,1.0,1.0,1.0,False,1.0
21,21,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,9.0,10.0,1.0,right,M,0.0,536.6999999998079,1.0,1.0,1.0,False,0.0
22,22,calibration,1,B,2,0.0,0.0,0.8,0.8,left,left,1,1,5.0,8.0,3.0,right,Z,1.0,156.59999999924912,1.0,1.0,0.0,False,1.0
23,23,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,1.0,8.0,7.0,right,Z,1.0,455.2999999999883,1.0,0.0,0.0,False,1.0
24,24,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,3.0,7.0,4.0,right,M,0.0,477.1999999998079,1.0,1.0,1.0,False,0.0
25,25,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,9.0,10.0,1.0,right,M,0.0,31.799999999435386,0.0,1.0,1.0,False,0.0
26,26,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,1.0,5.0,4.0,right,M,0.0,358.59999999962747,1.0,1.0,1.0,False,0.0
27,27,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,9.0,5.0,4.0,left,M,0.0,441.7000000000117,0.0,0.0,0.0,False,0.0
28,28,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,3.0,5.0,2.0,right,M,0.0,420.5999999992491,1.0,1.0,1.0,False,0.0
29,29,calibration,1,A,1,0.0,0.0,0.7,0.8,left,left,1,1,1.0,3.0,2.0,right,Z,1.0,22.89999999961583,1.0,1.0,0.0,False,1.0
30,30,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,6.0,1.0,5.0,left,M,0.0,1329.7000000000116,0.0,1.0,0.0,False,0.0
31,31,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,9.0,8.0,1.0,left,Z,1.0,294.09999999962747,1.0,0.0,1.0,False,1.0
32,32,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,6.0,8.0,2.0,right,M,0.0,44.799999999435386,1.0,1.0,1.0,False,0.0
33,33,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,3.0,10.0,7.0,right,M,0.0,389.1999999998079,0.0,1.0,1.0,False,0.0
34,34,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,4.0,8.0,4.0,right,Z,1.0,183.39999999999415,0.0,0.0,0.0,False,1.0
35,35,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,8.0,1.0,7.0,left,Z,1.0,209.19999999980791,1.0,0.0,1.0,False,1.0
36,36,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,6.0,1.0,5.0,left,Z,1.0,243.99999999941792,1.0,1.0,1.0,False,1.0
37,37,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,2.0,10.0,8.0,right,M,0.0,174.09999999962747,1.0,1.0,1.0,False,0.0
38,38,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,4.0,6.0,left,Z,1.0,348.69999999942956,1.0,1.0,1.0,False,1.0
39,39,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,7.0,8.0,1.0,right,M,0.0,569.199999999837,1.0,1.0,1.0,False,0.0
40,40,calibration,1,A,1,1.0,0.0,0.7,0.8,left,right,1,0,9.0,8.0,1.0,left,Z,1.0,419.5999999992782,1.0,0.0,1.0,False,1.0
41,41,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,8.0,6.0,2.0,left,Z,1.0,398.4000000000233,1.0,1.0,1.0,False,1.0
42,42,calibration,1,C,3,1.0,0.0,0.9,0.8,left,right,1,0,9.0,2.0,7.0,left,Z,1.0,298.9999999992433,1.0,0.0,1.0,False,1.0
43,43,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,2.0,7.0,5.0,right,M,0.0,422.5999999998021,1.0,1.0,1.0,False,0.0
44,44,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,10.0,2.0,8.0,left,Z,1.0,158.99999999965075,1.0,1.0,1.0,False,1.0
45,45,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,1.0,7.0,6.0,right,Z,1.0,438.89999999961583,1.0,0.0,0.0,False,1.0
46,46,verbal_volatile,2,A,1,1.0,0.0,0.7,0.2,right,left,0,1,2.0,8.0,6.0,right,M,0.0,260.09999999962747,1.0,0.0,1.0,False,0.0
47,47,verbal_volatile,2,B,2,1.0,0.0,0.8,0.2,left,right,1,0,2.0,1.0,1.0,left,M,0.0,197.29999999998836,0.0,1.0,0.0,False,0.0
48,48,verbal_volatile,2,C,3,1.0,1.0,0.9,0.2,right,right,0,0,3.0,8.0,5.0,right,M,0.0,116.09999999997672,1.0,1.0,1.0,False,0.0
49,49,verbal_volatile,2,A,1,1.0,0.0,0.7,0.2,right,left,0,1,6.0,8.0,2.0,right,M,0.0,262.09999999945285,1.0,0.0,1.0,False,0.0
50,50,verbal_volatile,2,B,2,0.0,0.0,0.8,0.2,left,left,1,1,9.0,10.0,1.0,right,Z,1.0,395.0999999992782,1.0,1.0,0.0,False,1.0
51,51,verbal_volatile,2,C,3,1.0,0.0,0.9,0.2,right,left,0,1,2.0,9.0,7.0,right,M,0.0,45.19999999983702,1.0,0.0,1.0,False,0.0
52,52,verbal_volatile,2,A,1,1.0,0.0,0.7,0.2,left,right,1,0,9.0,3.0,6.0,left,Z,1.0,85.19999999983702,1.0,0.0,1.0,False,1.0
53,53,verbal_volatile,2,B,2,1.0,0.0,0.8,0.2,right,left,0,1,6.0,8.0,2.0,right,Z,1.0,396.4000000000233,0.0,1.0,0.0,False,1.0
54,54,verbal_volatile,2,C,3,1.0,0.0,0.9,0.2,left,right,1,0,9.0,7.0,2.0,left,Z,1.0,26.299999999813735,1.0,0.0,1.0,False,1.0
55,55,verbal_volatile,2,A,1,1.0,0.0,0.7,0.2,right,left,0,1,4.0,9.0,5.0,right,M,0.0,165.39999999926658,1.0,0.0,1.0,False,0.0
56,56,verbal_volatile,2,B,2,1.0,0.0,0.8,0.2,right,left,0,1,2.0,7.0,5.0,right,Z,1.0,1734.5,0.0,1.0,0.0,False,1.0
57,57,verbal_volatile,2,C,3,1.0,0.0,0.9,0.2,left,right,1,0,8.0,1.0,7.0,left,Z,1.0,200.29999999993015,1.0,0.0,1.0,False,1.0
58,58,verbal_volatile,2,C,3,1.0,0.0,0.9,0.2,left,right,1,0,9.0,4.0,5.0,left,Z,1.0,103.89999999926658,1.0,0.0,1.0,False,1.0
