event_index,participant_id,experiment_version,condition,seed,trial_number,phase,phase_number,block,equivalence_group,face_pair_type,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_valid,verbal_cue_valid,facial_cue_direction,verbal_cue_direction,cue_conflict,facial_block,verbal_block,facial_block_state,verbal_block_state,face_left,face_right,face_left_expr,face_right_expr,card_left_points,card_right_points,point_difference,correct_side,winning_card,reward_points,verbal_text,key_left,key_right,correct_key,response_key,correct,rt_raw,is_timeout,chose_left,followed_facial,followed_verbal,chose_high_reward,response_for_model,trial_order,eg_numeric,phase_numeric,facial_direction_left,verbal_direction_left
40,P032,11.0,verbal_first,4.0,1,calibration,,,B,happy_vs_neutral,0.8,0.8,0.0,0.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,4.0,3.0,1.0,left,SPADE-4.png,1.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,2312.199999998513,False,1.0,0.0,0.0,1.0,1.0,1,2,1,0,0
45,P032,11.0,verbal_first,4.0,2,calibration,,,A,happy_vs_sad,0.7,0.8,0.0,1.0,left,right,1.0,1.0,1.0,high,high,HappyPop.png,SadPop.png,happy,sad,4.0,9.0,5.0,right,SPADE-9.png,5.0,I think I'm going to win this round.,Z,M,M,Z,0.0,649.9000000000087,False,1.0,1.0,0.0,0.0,1.0,2,1,1,1,0
50,P032,11.0,verbal_first,4.0,3,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,NeutralPop.png,sad,neutral,3.0,9.0,6.0,right,HEART-9.png,6.0,I think I'm going to win this round.,Z,M,M,M,1.0,1706.10000000149,False,0.0,1.0,1.0,1.0,0.0,3,3,1,0,0
55,P032,11.0,verbal_first,4.0,4,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,HappyPop.png,SadPop.png,happy,sad,10.0,9.0,1.0,left,HEART-10.png,1.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,829.0999999955238,False,1.0,1.0,1.0,1.0,1.0,4,1,1,1,1
60,P032,11.0,verbal_first,4.0,5,calibration,,,C,neutral_vs_sad,0.9,0.8,0.0,1.0,left,right,1.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,4.0,10.0,6.0,right,SPADE-10.png,6.0,I think I'm going to win this round.,Z,M,M,M,1.0,995.60000000149,False,0.0,0.0,1.0,1.0,0.0,5,3,1,1,0
65,P032,11.0,verbal_first,4.0,6,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,0.0,right,left,1.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,3.0,8.0,5.0,right,CLUB-8.png,5.0,I think I'm going to win this round.,Z,M,M,M,1.0,447.2999999955355,False,0.0,1.0,0.0,1.0,0.0,6,2,1,0,1
70,P032,11.0,verbal_first,4.0,7,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,HappyPop.png,SadPop.png,happy,sad,9.0,2.0,7.0,left,HEART-9.png,7.0,I think I'm going to win this round.,Z,M,Z,M,0.0,1166.6999999999823,False,0.0,0.0,0.0,0.0,0.0,7,1,1,1,1
75,P032,11.0,verbal_first,4.0,8,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,2.0,9.0,7.0,right,CLUB-9.png,7.0,I think I'm going to win this round.,Z,M,M,M,1.0,883.0,False,0.0,1.0,1.0,1.0,0.0,8,2,1,0,0
80,P032,11.0,verbal_first,4.0,9,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,0.0,left,right,1.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,6.0,5.0,1.0,left,DIAMOND-6.png,1.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,680.2000000000116,False,1.0,1.0,0.0,1.0,1.0,9,3,1,1,0
85,P032,11.0,verbal_first,4.0,10,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,NeutralPop.png,sad,neutral,4.0,8.0,4.0,right,HEART-8.png,4.0,I think I'm going to win this round.,Z,M,M,M,1.0,1203.8999999970256,False,0.0,1.0,1.0,1.0,0.0,10,3,1,0,0
