trial_order,trial_number,phase,phase_numeric,equivalence_group,eg_numeric,facial_cue_valid,verbal_cue_valid,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_direction,verbal_cue_direction,facial_direction_left,verbal_direction_left,card_left_points,card_right_points,point_difference,correct_side,response_key,chose_left,rt_raw,followed_facial,followed_verbal,chose_high_reward,is_timeout,response_for_model
1,1,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,4.0,3.0,1.0,left,Z,1.0,665.8999999999942,1.0,1.0,1.0,False,1.0
2,2,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,5.0,4.0,left,Z,1.0,620.7000000000116,1.0,1.0,1.0,False,1.0
3,3,calibration,1,B,2,1.0,1.0,0.8,0.8,right,right,0,0,1.0,8.0,7.0,right,M,0.0,179.09999999962747,1.0,1.0,1.0,False,0.0
4,4,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,8.0,2.0,6.0,left,Z,1.0,618.8999999994412,1.0,1.0,1.0,False,1.0
5,5,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,2.0,6.0,4.0,right,Z,1.0,679.3999999999942,0.0,1.0,0.0,False,1.0
6,6,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,4.0,5.0,1.0,right,M,0.0,563.8999999998196,1.0,1.0,1.0,False,0.0
7,7,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,1.0,3.0,2.0,right,Z,1.0,316.3999999994412,0.0,0.0,0.0,False,1.0
8,8,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,7.0,5.0,2.0,left,Z,1.0,681.8999999992666,1.0,1.0,1.0,False,1.0
9,9,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,5.0,9.0,4.0,right,M,0.0,184.39999999961583,1.0,1.0,1.0,False,0.0
10,10,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,1.0,3.0,2.0,right,M,0.0,543.7999999994354,0.0,1.0,1.0,False,0.0
11,11,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,9.0,8.0,1.0,left,Z,1.0,757.0999999992491,1.0,1.0,1.0,False,1.0
12,12,calibration,1,A,1,1.0,1.0,0.7,0.8,left,left,1,1,9.0,7.0,2.0,left,Z,1.0,635.3999999994412,1.0,1.0,1.0,False,1.0
13,13,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,3.0,8.0,5.0,right,M,0.0,274.6000000000058,1.0,1.0,1.0,False,0.0
14,14,calibration,1,A,1,0.0,1.0,0.7,0.8,left,right,1,0,7.0,9.0,2.0,right,M,0.0,642.3999999996158,0.0,1.0,1.0,False,0.0
15,15,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,6.0,1.0,5.0,left,Z,1.0,402.8999999999942,1.0,1.0,1.0,False,1.0
16,16,calibration,1,A,1,0.0,0.0,0.7,0.8,right,right,0,0,6.0,5.0,1.0,left,M,0.0,443.4999999996217,1.0,1.0,0.0,False,0.0
17,17,calibration,1,C,3,1.0,1.0,0.9,0.8,left,left,1,1,10.0,1.0,9.0,left,Z,1.0,492.1999999998079,1.0,1.0,1.0,False,1.0
18,18,calibration,1,B,2,1.0,1.0,0.8,0.8,left,left,1,1,8.0,7.0,1.0,left,Z,1.0,260.29999999998836,1.0,1.0,1.0,False,1.0
19,19,calibration,1,C,3,1.0,1.0,0.9,0.8,right,right,0,0,3.0,6.0,3.0,right,M,0.0,182.89999999926656,1.0,1.0,1.0,False,0.0
20,20,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,1.0,9.0,8.0,right,Z,1.0,1132.3999999996158,0.0,1.0,0.0,False,1.0
21,21,calibration,1,B,2,1.0,0.0,0.8,0.8,left,right,1,0,6.0,5.0,1.0,left,M,0.0,712.1999999994296,0.0,1.0,0.0,False,0.0
22,22,calibration,1,C,3,0.0,1.0,0.9,0.8,left,right,1,0,4.0,8.0,4.0,right,M,0.0,513.7999999996391,0.0,1.0,1.0,False,0.0
23,23,calibration,1,A,1,1.0,0.0,0.7,0.8,right,left,0,1,2.0,9.0,7.0,right,Z,1.0,719.2999999998137,0.0,1.0,0.0,False,1.0
24,24,calibration,1,B,2,0.0,1.0,0.8,0.8,left,right,1,0,3.0,6.0,3.0,right,M,0.0,873.3999999992666,0.0,1.0,1.0,False,0.0
25,25,calibration,1,A,1,1.0,1.0,0.7,0.8,right,right,0,0,6.0,8.0,2.0,right,M,0.0,690.4999999994179,1.0,1.0,1.0,False,0.0
