event_index,participant_id,experiment_version,condition,seed,trial_number,phase,phase_number,block,equivalence_group,face_pair_type,facial_cue_accuracy,verbal_cue_accuracy,facial_cue_valid,verbal_cue_valid,facial_cue_direction,verbal_cue_direction,cue_conflict,facial_block,verbal_block,facial_block_state,verbal_block_state,face_left,face_right,face_left_expr,face_right_expr,card_left_points,card_right_points,point_difference,correct_side,winning_card,reward_points,verbal_text,key_left,key_right,correct_key,response_key,correct,rt_raw,is_timeout,chose_left,followed_facial,followed_verbal,chose_high_reward,response_for_model,trial_order,eg_numeric,phase_numeric,facial_direction_left,verbal_direction_left
40,P044,11.0,facial_first,5.0,1,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,0.0,right,left,1.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,8.0,10.0,2.0,right,HEART-10.png,2.0,I think I'm going to win this round.,Z,M,M,M,1.0,29.90000002384477,False,0.0,1.0,0.0,1.0,0.0,1,2,1,0,1
45,P044,11.0,facial_first,5.0,2,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,NeutralPop.png,sad,neutral,7.0,8.0,1.0,right,SPADE-8.png,1.0,I think I'm going to win this round.,Z,M,M,M,1.0,561.5000000476866,False,0.0,1.0,1.0,1.0,0.0,2,3,1,0,0
50,P044,11.0,facial_first,5.0,3,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,1.0,7.0,6.0,right,CLUB-7.png,6.0,I think I'm going to win this round.,Z,M,M,M,1.0,15.69999999999709,False,0.0,1.0,1.0,1.0,0.0,3,1,1,0,0
55,P044,11.0,facial_first,5.0,4,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,4.0,5.0,1.0,right,SPADE-5.png,1.0,I think I'm going to win this round.,Z,M,M,Z,0.0,172.70000002384768,False,1.0,0.0,0.0,0.0,1.0,4,2,1,0,0
60,P044,11.0,facial_first,5.0,5,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,5.0,7.0,2.0,right,DIAMOND-7.png,2.0,I think I'm going to win this round.,Z,M,M,M,1.0,80.0,False,0.0,1.0,1.0,1.0,0.0,5,1,1,0,0
65,P044,11.0,facial_first,5.0,6,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,0.0,right,left,1.0,1.0,1.0,high,high,SadPop.png,NeutralPop.png,sad,neutral,4.0,6.0,2.0,right,DIAMOND-6.png,2.0,I think I'm going to win this round.,Z,M,M,M,1.0,114.00000002383604,False,0.0,1.0,0.0,1.0,0.0,6,3,1,0,1
70,P044,11.0,facial_first,5.0,7,calibration,,,A,happy_vs_sad,0.7,0.8,0.0,0.0,left,left,0.0,1.0,1.0,high,high,HappyPop.png,SadPop.png,happy,sad,6.0,9.0,3.0,right,DIAMOND-9.png,3.0,I think I'm going to win this round.,Z,M,M,Z,0.0,384.1000000476779,False,1.0,1.0,1.0,0.0,1.0,7,1,1,1,1
75,P044,11.0,facial_first,5.0,8,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,3.0,5.0,2.0,right,SPADE-5.png,2.0,I think I'm going to win this round.,Z,M,M,M,1.0,129.5999999523192,False,0.0,1.0,1.0,1.0,0.0,8,2,1,0,0
80,P044,11.0,facial_first,5.0,9,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,0.0,left,right,1.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,6.0,5.0,1.0,left,SPADE-6.png,1.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,162.0999999523192,False,1.0,1.0,0.0,1.0,1.0,9,3,1,1,0
85,P044,11.0,facial_first,5.0,10,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,HappyPop.png,SadPop.png,happy,sad,9.0,7.0,2.0,left,CLUB-9.png,2.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,72.69999995231046,False,1.0,1.0,1.0,1.0,1.0,10,1,1,1,1
90,P044,11.0,facial_first,5.0,11,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,NeutralPop.png,sad,neutral,5.0,10.0,5.0,right,CLUB-10.png,5.0,I think I'm going to win this round.,Z,M,M,M,1.0,556.4000000238448,False,0.0,1.0,1.0,1.0,0.0,11,3,1,0,0
95,P044,11.0,facial_first,5.0,12,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,0.0,right,left,1.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,7.0,8.0,1.0,right,DIAMOND-8.png,1.0,I think I'm going to win this round.,Z,M,M,M,1.0,551.2000000476837,False,0.0,1.0,0.0,1.0,0.0,12,2,1,0,1
100,P044,11.0,facial_first,5.0,13,calibration,,,C,neutral_vs_sad,0.9,0.8,0.0,0.0,left,left,0.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,2.0,9.0,7.0,right,DIAMOND-9.png,7.0,I think I'm going to win this round.,Z,M,M,Z,0.0,340.80000002383895,False,1.0,1.0,1.0,0.0,1.0,13,3,1,1,1
105,P044,11.0,facial_first,5.0,14,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,HappyPop.png,SadPop.png,happy,sad,7.0,6.0,1.0,left,SPADE-7.png,1.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,543.6999999761465,False,1.0,1.0,1.0,1.0,1.0,14,1,1,1,1
110,P044,11.0,facial_first,5.0,15,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,2.0,10.0,8.0,right,CLUB-10.png,8.0,I think I'm going to win this round.,Z,M,M,M,1.0,228.79999997615232,False,0.0,1.0,1.0,1.0,0.0,15,2,1,0,0
115,P044,11.0,facial_first,5.0,16,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,1.0,9.0,8.0,right,DIAMOND-9.png,8.0,I think I'm going to win this round.,Z,M,M,M,1.0,211.29999999998836,False,0.0,1.0,1.0,1.0,0.0,16,1,1,0,0
120,P044,11.0,facial_first,5.0,17,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,HappyPop.png,NeutralPop.png,happy,neutral,8.0,3.0,5.0,left,DIAMOND-8.png,5.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,167.69999995231046,False,1.0,1.0,1.0,1.0,1.0,17,2,1,1,1
125,P044,11.0,facial_first,5.0,18,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,NeutralPop.png,sad,neutral,3.0,8.0,5.0,right,HEART-8.png,5.0,I think I'm going to win this round.,Z,M,M,M,1.0,16.20000000001164,False,0.0,1.0,1.0,1.0,0.0,18,3,1,0,0
130,P044,11.0,facial_first,5.0,19,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,7.0,2.0,5.0,left,DIAMOND-7.png,5.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,48.20000000001164,False,1.0,1.0,1.0,1.0,1.0,19,3,1,1,1
135,P044,11.0,facial_first,5.0,20,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,HappyPop.png,NeutralPop.png,happy,neutral,10.0,8.0,2.0,left,DIAMOND-10.png,2.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,233.40000000002328,False,1.0,1.0,1.0,1.0,1.0,20,2,1,1,1
140,P044,11.0,facial_first,5.0,21,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,2.0,7.0,5.0,right,SPADE-7.png,5.0,I think I'm going to win this round.,Z,M,M,M,1.0,16.20000000001164,False,0.0,1.0,1.0,1.0,0.0,21,1,1,0,0
145,P044,11.0,facial_first,5.0,22,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,6.0,10.0,4.0,right,HEART-10.png,4.0,I think I'm going to win this round.,Z,M,M,M,1.0,40.99999997616396,False,0.0,1.0,1.0,1.0,0.0,22,1,1,0,0
150,P044,11.0,facial_first,5.0,23,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,NeutralPop.png,sad,neutral,4.0,9.0,5.0,right,HEART-9.png,5.0,I think I'm going to win this round.,Z,M,M,M,1.0,76.89999999999418,False,0.0,1.0,1.0,1.0,0.0,23,3,1,0,0
155,P044,11.0,facial_first,5.0,24,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,0.0,left,right,1.0,1.0,1.0,high,high,HappyPop.png,NeutralPop.png,happy,neutral,10.0,9.0,1.0,left,HEART-10.png,1.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,250.4999999999709,False,1.0,1.0,0.0,1.0,1.0,24,2,1,1,0
160,P044,11.0,facial_first,5.0,25,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,3.0,9.0,6.0,right,SPADE-9.png,6.0,I think I'm going to win this round.,Z,M,M,M,1.0,16.60000000000582,False,0.0,1.0,1.0,1.0,0.0,25,2,1,0,0
165,P044,11.0,facial_first,5.0,26,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,5.0,1.0,4.0,left,CLUB-5.png,4.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,519.7999999761523,False,1.0,1.0,1.0,1.0,1.0,26,3,1,1,1
170,P044,11.0,facial_first,5.0,27,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,4.0,9.0,5.0,right,DIAMOND-9.png,5.0,I think I'm going to win this round.,Z,M,M,M,1.0,207.0,False,0.0,1.0,1.0,1.0,0.0,27,1,1,0,0
175,P044,11.0,facial_first,5.0,28,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,10.0,4.0,6.0,left,SPADE-10.png,6.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,50.99999997616396,False,1.0,1.0,1.0,1.0,1.0,28,3,1,1,1
180,P044,11.0,facial_first,5.0,29,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,HappyPop.png,SadPop.png,happy,sad,8.0,1.0,7.0,left,SPADE-8.png,7.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,341.79999999998836,False,1.0,1.0,1.0,1.0,1.0,29,1,1,1,1
185,P044,11.0,facial_first,5.0,30,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,4.0,5.0,1.0,right,DIAMOND-5.png,1.0,I think I'm going to win this round.,Z,M,M,M,1.0,193.70000002384768,False,0.0,1.0,1.0,1.0,0.0,30,2,1,0,0
190,P044,11.0,facial_first,5.0,31,calibration,,,B,happy_vs_neutral,0.8,0.8,0.0,1.0,right,left,1.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,8.0,7.0,1.0,left,DIAMOND-8.png,1.0,I think I'm going to win this round.,Z,M,Z,M,0.0,422.89999997615814,False,0.0,1.0,0.0,0.0,0.0,31,2,1,0,1
195,P044,11.0,facial_first,5.0,32,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,4.0,3.0,1.0,left,HEART-4.png,1.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,16.5,False,1.0,1.0,1.0,1.0,1.0,32,3,1,1,1
200,P044,11.0,facial_first,5.0,33,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,7.0,8.0,1.0,right,SPADE-8.png,1.0,I think I'm going to win this round.,Z,M,M,M,1.0,215.60000000003492,False,0.0,1.0,1.0,1.0,0.0,33,1,1,0,0
205,P044,11.0,facial_first,5.0,34,calibration,,,A,happy_vs_sad,0.7,0.8,0.0,1.0,right,left,1.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,10.0,8.0,2.0,left,DIAMOND-10.png,2.0,I think I'm going to win this round.,Z,M,Z,M,0.0,56.5,False,0.0,1.0,0.0,0.0,0.0,34,1,1,0,1
210,P044,11.0,facial_first,5.0,35,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,7.0,9.0,2.0,right,DIAMOND-9.png,2.0,I think I'm going to win this round.,Z,M,M,M,1.0,237.10000002384183,False,0.0,1.0,1.0,1.0,0.0,35,2,1,0,0
215,P044,11.0,facial_first,5.0,36,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,8.0,7.0,1.0,left,HEART-8.png,1.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,179.19999995231046,False,1.0,1.0,1.0,1.0,1.0,36,3,1,1,1
220,P044,11.0,facial_first,5.0,37,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,1.0,9.0,8.0,right,SPADE-9.png,8.0,I think I'm going to win this round.,Z,M,M,M,1.0,310.0,False,0.0,1.0,1.0,1.0,0.0,37,2,1,0,0
225,P044,11.0,facial_first,5.0,38,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,left,left,0.0,1.0,1.0,high,high,NeutralPop.png,SadPop.png,neutral,sad,9.0,5.0,4.0,left,CLUB-9.png,4.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,34.400000023830216,False,1.0,1.0,1.0,1.0,1.0,38,3,1,1,1
230,P044,11.0,facial_first,5.0,39,calibration,,,A,happy_vs_sad,0.7,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,4.0,10.0,6.0,right,SPADE-10.png,6.0,I think I'm going to win this round.,Z,M,M,M,1.0,217.50000004767207,False,0.0,1.0,1.0,1.0,0.0,39,1,1,0,0
235,P044,11.0,facial_first,5.0,40,calibration,,,A,happy_vs_sad,0.7,0.8,0.0,1.0,right,left,1.0,1.0,1.0,high,high,SadPop.png,HappyPop.png,sad,happy,5.0,2.0,3.0,left,DIAMOND-5.png,3.0,I think I'm going to win this round.,Z,M,Z,M,0.0,111.99999997616396,False,0.0,1.0,0.0,0.0,0.0,40,1,1,0,1
240,P044,11.0,facial_first,5.0,41,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,6.0,10.0,4.0,right,DIAMOND-10.png,4.0,I think I'm going to win this round.,Z,M,M,M,1.0,17.300000000017462,False,0.0,1.0,1.0,1.0,0.0,41,2,1,0,0
245,P044,11.0,facial_first,5.0,42,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,NeutralPop.png,sad,neutral,4.0,10.0,6.0,right,DIAMOND-10.png,6.0,I think I'm going to win this round.,Z,M,M,M,1.0,670.0000000238651,False,0.0,1.0,1.0,1.0,0.0,42,3,1,0,0
250,P044,11.0,facial_first,5.0,43,calibration,,,B,happy_vs_neutral,0.8,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,NeutralPop.png,HappyPop.png,neutral,happy,2.0,6.0,4.0,right,DIAMOND-6.png,4.0,I think I'm going to win this round.,Z,M,M,M,1.0,335.2000000238186,False,0.0,1.0,1.0,1.0,0.0,43,2,1,0,0
255,P044,11.0,facial_first,5.0,44,calibration,,,A,happy_vs_sad,0.7,0.8,0.0,1.0,left,right,1.0,1.0,1.0,high,high,HappyPop.png,SadPop.png,happy,sad,1.0,8.0,7.0,right,DIAMOND-8.png,7.0,I think I'm going to win this round.,Z,M,M,M,1.0,253.20000000001164,False,0.0,0.0,1.0,1.0,0.0,44,1,1,1,0
260,P044,11.0,facial_first,5.0,45,calibration,,,C,neutral_vs_sad,0.9,0.8,1.0,1.0,right,right,0.0,1.0,1.0,high,high,SadPop.png,NeutralPop.png,sad,neutral,4.0,8.0,4.0,right,SPADE-8.png,4.0,I think I'm going to win this round.,Z,M,M,M,1.0,205.29999997618145,False,0.0,1.0,1.0,1.0,0.0,45,3,1,0,0
265,P044,11.0,facial_first,5.0,46,facial_volatile,,,B,happy_vs_neutral,0.2,0.8,1.0,1.0,left,left,0.0,2.0,1.0,low,high,HappyPop.png,NeutralPop.png,happy,neutral,7.0,3.0,4.0,left,SPADE-7.png,4.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,69.40000004769536,False,1.0,1.0,1.0,1.0,1.0,46,2,4,1,1
270,P044,11.0,facial_first,5.0,47,facial_volatile,,,A,happy_vs_sad,0.1,0.8,0.0,1.0,left,right,1.0,2.0,1.0,low,high,HappyPop.png,SadPop.png,happy,sad,1.0,3.0,2.0,right,SPADE-3.png,2.0,I think I'm going to win this round.,Z,M,M,M,1.0,138.79999995231628,False,0.0,0.0,1.0,1.0,0.0,47,1,4,1,0
275,P044,11.0,facial_first,5.0,48,facial_volatile,,,C,neutral_vs_sad,0.3,0.8,0.0,1.0,right,left,1.0,2.0,1.0,low,high,SadPop.png,NeutralPop.png,sad,neutral,9.0,7.0,2.0,left,SPADE-9.png,2.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,278.80000004766043,False,1.0,0.0,1.0,1.0,1.0,48,3,4,0,1
280,P044,11.0,facial_first,5.0,49,facial_volatile,,,C,neutral_vs_sad,0.3,0.8,1.0,1.0,left,left,0.0,2.0,1.0,low,high,NeutralPop.png,SadPop.png,neutral,sad,7.0,1.0,6.0,left,HEART-7.png,6.0,I think I'm going to win this round.,Z,M,Z,Z,1.0,16.0,False,1.0,1.0,1.0,1.0,1.0,49,3,4,1,1
